287,217,328,278	
287,234,328,295	
286,230,327,291	
285,229,326,290	
284,229,325,290	
283,229,324,290	
282,236,323,297	
281,245,322,306	
280,244,321,305	
279,248,320,309	
279,248,320,309	
280,247,321,308	
282,242,323,303	
283,241,324,302	
284,233,325,294	
284,223,325,284	
284,211,325,272	
284,197,325,258	
284,196,325,257	
284,189,325,250	
284,183,325,244	
285,179,326,240	
287,172,328,233	
288,171,329,232	
289,171,330,232	
289,173,330,234	
289,178,330,239	
289,183,330,244	
290,185,331,246	
290,187,331,248	
290,186,331,247	
292,180,333,241	
293,175,334,236	
294,174,335,235	
294,174,335,235	
294,174,335,235	
295,172,336,233	
295,171,336,232	
295,170,336,231	
295,167,336,228	
295,163,336,224	
295,157,336,218	
295,153,336,214	
295,151,336,212	
295,152,336,213	
294,157,335,218	
293,160,334,221	
293,160,334,221	
293,160,334,221	
291,164,332,225	
291,167,332,228	
299,172,340,233	
311,176,352,237	
311,178,352,239	
322,184,363,245	
328,191,369,252	
328,197,369,258	
317,205,358,266	
317,206,358,267	
314,207,355,268	
314,203,355,264	
314,195,355,256	
314,190,355,251	
314,190,355,251	
314,188,355,249	
314,187,355,248	
314,185,355,246	
314,181,355,242	
314,181,355,242	
315,179,356,240	
316,179,357,240	
316,178,357,239	
317,178,358,239	
317,178,358,239	
319,180,360,241	
324,187,365,248	
330,188,371,249	
330,172,371,233	
330,168,371,229	
328,171,369,232	
325,175,366,236	
322,178,363,239	
319,181,360,242	
317,182,358,243	
315,182,356,243	
305,186,346,247	
303,189,344,250	
303,189,344,250	
303,189,344,250	
303,189,344,250	
303,191,344,252	
303,193,344,254	
303,193,344,254	
303,193,344,254	
303,192,344,253	
303,193,344,254	
303,196,344,257	
304,198,345,259	
304,200,345,261	
305,202,346,263	
312,204,353,265	
315,183,356,244	
315,183,356,244	
315,183,356,244	
314,187,355,248	
314,195,355,256	
314,197,355,258	
314,196,355,257	
314,196,355,257	
314,192,355,253	
314,187,355,248	
314,182,355,243	
312,176,353,237	
311,175,352,236	
307,169,348,230	
302,173,343,234	
300,182,341,243	
297,192,338,253	
296,195,337,256	
297,195,338,256	
298,198,339,259	
298,207,339,268	
298,216,339,277	
300,219,341,280	
301,227,342,288	
299,238,340,299	
296,254,337,315	
294,270,335,331	
294,278,335,339	
293,286,334,347	
